name-of-company,review,name-of-job,location,salary
"Torque3, Inc.",,Lead Game Developer (Unreal Engine),"Centerville, UT",$100K - $130K
Fidelity TalentSource,4.1 ,Senior Full Stack Engineer,"Salt Lake City, UT",$99K - $136K 
Idaho Scientific,3.4 ,Real Time Embedded Developer,"Salt Lake City, UT",$80K - $140K
L3Harris Technologies,3.8 ,"Embedded Cybersecurity Software Engineer ( Up to $15,000 sign-on bonus)","Salt Lake City, UT",
Wasatch Group,,Backend Node.JS Engineer,"Draper, UT",$100K
L3Harris Technologies,3.8 ,"Sr. Associate, Software Engineer","Salt Lake City, UT",$70K - $106K 
Brivo,4.4 ,Lead Software Engineer,"Lehi, UT",$93K - $131K 
L3Harris Technologies,3.8 ,"Scientist, Software Engineer (FPGA Design)","Salt Lake City, UT",$102K - $141K 
Synchrony Financial,4.3 ,"AVP, Software Development Engineering Manager","Draper, UT",$75K - $150K
Nexio,,Software Engineer,"Orem, UT",$80K - $110K
Brivo,4.4 ,Senior Software Engineer,"Lehi, UT",$89K - $122K 
Nusano,4.1 ,Associate Controls Software Engineer,"West Valley City, UT",$80K - $100K
Codazen,3.8 ,Senior Full-Stack Engineer,"Salt Lake City, UT",$121K - $155K
Musely,3.9 ,"Software Engineer, Server Applications (J2EE)","Salt Lake City, UT",$75K - $109K 
Innovative Systems Architect Corp,,Senior Software Engineer,"Hill AFB, UT",$140K
Idaho Scientific,3.4 ,Linux Kernel Driver Developer,"Salt Lake City, UT",$80K - $150K
"Resource Management Concepts, Inc.",4.5 ,Senior Software Engineer,"Hill AFB, UT",$93K - $123K 
Arkham Technology Ltd.,4.7 ,Embedded Software Engineer,"Ogden, UT",$80K - $117K 
Idaho Scientific,3.4 ,Embedded Software Developer,"Salt Lake City, UT",$80K - $140K
Idaho Scientific,3.4 ,Firmware Developer,"Salt Lake City, UT",$75K - $180K
Fidelity Investments,4.3 ,Principal Software Engineer,"Salt Lake City, UT",$119K - $167K 
Capstone Consulting Inc.,4.2 ,Senior Software Developer,"Salt Lake City, UT",$140K - $165K
Fidelity Investments,4.3 ,Senior Full Stack Engineer,"Salt Lake City, UT",$104K - $136K 
Confidential,,Senior Software Engineer,"Orem, UT",$93K - $126K
Oasys International Corporation,3.7 ,Software Engineer,"Hill AFB, UT",$92K
Fidelity Investments,4.3 ,Senior Cloud Engineer,"Salt Lake City, UT",
Synchrony Financial,4.3 ,API Software Development Engineer - II,"Draper, UT",$65K - $130K
Method Dental Lab,,IOS (Intra-oral Scan) Specialist,"Draper, UT",$16.00 - $18.00 Per Hour
Booz Allen Hamilton,4.2 ,Software Engineer,"Hill AFB, UT",$58K - $133K
Endevis,4.0 ,Software Developer,"Salt Lake City, UT",$62K - $93K 
"Torque3, Inc.",,Lead Game Developer (Unreal Engine),"Centerville, UT",$100K - $130K
Fidelity TalentSource,4.1 ,Senior Full Stack Engineer,"Salt Lake City, UT",$99K - $136K 
Idaho Scientific,3.4 ,Real Time Embedded Developer,"Salt Lake City, UT",$80K - $140K
L3Harris Technologies,3.8 ,"Embedded Cybersecurity Software Engineer ( Up to $15,000 sign-on bonus)","Salt Lake City, UT",
Wasatch Group,,Backend Node.JS Engineer,"Draper, UT",$100K
L3Harris Technologies,3.8 ,"Sr. Associate, Software Engineer","Salt Lake City, UT",$70K - $106K 
Brivo,4.4 ,Lead Software Engineer,"Lehi, UT",$93K - $131K 
L3Harris Technologies,3.8 ,"Scientist, Software Engineer (FPGA Design)","Salt Lake City, UT",$102K - $141K 
Synchrony Financial,4.3 ,"AVP, Software Development Engineering Manager","Draper, UT",$75K - $150K
Nexio,,Software Engineer,"Orem, UT",$80K - $110K
Brivo,4.4 ,Senior Software Engineer,"Lehi, UT",$89K - $122K 
Nusano,4.1 ,Associate Controls Software Engineer,"West Valley City, UT",$80K - $100K
Codazen,3.8 ,Senior Full-Stack Engineer,"Salt Lake City, UT",$121K - $155K
Musely,3.9 ,"Software Engineer, Server Applications (J2EE)","Salt Lake City, UT",$75K - $109K 
Arkham Technology Ltd.,4.7 ,Embedded Software Engineer,"Ogden, UT",$80K - $117K 
Fidelity Investments,4.3 ,Principal Software Engineer,"Salt Lake City, UT",$119K - $167K 
Idaho Scientific,3.4 ,Embedded Software Developer,"Salt Lake City, UT",$80K - $140K
Idaho Scientific,3.4 ,Linux Kernel Driver Developer,"Salt Lake City, UT",$80K - $150K
"Resource Management Concepts, Inc.",4.5 ,Senior Software Engineer,"Hill AFB, UT",$93K - $123K 
Idaho Scientific,3.4 ,Firmware Developer,"Salt Lake City, UT",$75K - $180K
Innovative Systems Architect Corp,,Senior Software Engineer,"Hill AFB, UT",$140K
Capstone Consulting Inc.,4.2 ,Senior Software Developer,"Salt Lake City, UT",$140K - $165K
Fidelity Investments,4.3 ,Senior Full Stack Engineer,"Salt Lake City, UT",$104K - $136K 
Oasys International Corporation,3.7 ,Software Engineer,"Hill AFB, UT",$92K
Fidelity Investments,4.3 ,Senior Cloud Engineer,"Salt Lake City, UT",
Confidential,,Senior Software Engineer,"Orem, UT",$93K - $126K
Synchrony Financial,4.3 ,API Software Development Engineer - II,"Draper, UT",$65K - $130K
Method Dental Lab,,IOS (Intra-oral Scan) Specialist,"Draper, UT",$16.00 - $18.00 Per Hour
Booz Allen Hamilton,4.2 ,Software Engineer,"Hill AFB, UT",$58K - $133K
Endevis,4.0 ,Software Developer,"Salt Lake City, UT",$62K - $93K 
Fidelity TalentSource,4.1 ,Senior Full Stack Engineer,"Salt Lake City, UT",$99K - $136K 
"Torque3, Inc.",,Lead Game Developer (Unreal Engine),"Centerville, UT",$100K - $130K
Idaho Scientific,3.4 ,Real Time Embedded Developer,"Salt Lake City, UT",$80K - $140K
L3Harris Technologies,3.8 ,"Embedded Cybersecurity Software Engineer ( Up to $15,000 sign-on bonus)","Salt Lake City, UT",
L3Harris Technologies,3.8 ,"Sr. Associate, Software Engineer","Salt Lake City, UT",$70K - $106K 
Wasatch Group,,Backend Node.JS Engineer,"Draper, UT",$100K
L3Harris Technologies,3.8 ,"Scientist, Software Engineer (FPGA Design)","Salt Lake City, UT",$102K - $141K 
Brivo,4.4 ,Lead Software Engineer,"Lehi, UT",$93K - $131K 
Synchrony Financial,4.3 ,"AVP, Software Development Engineering Manager","Draper, UT",$75K - $150K
Nexio,,Software Engineer,"Orem, UT",$80K - $110K
Brivo,4.4 ,Senior Software Engineer,"Lehi, UT",$89K - $122K 
Nusano,4.1 ,Associate Controls Software Engineer,"West Valley City, UT",$80K - $100K
Musely,3.9 ,"Software Engineer, Server Applications (J2EE)","Salt Lake City, UT",$75K - $109K 
Codazen,3.8 ,Senior Full-Stack Engineer,"Salt Lake City, UT",$121K - $155K
Arkham Technology Ltd.,4.7 ,Embedded Software Engineer,"Ogden, UT",$80K - $117K 
Fidelity Investments,4.3 ,Principal Software Engineer,"Salt Lake City, UT",$119K - $167K 
Idaho Scientific,3.4 ,Embedded Software Developer,"Salt Lake City, UT",$80K - $140K
Idaho Scientific,3.4 ,Linux Kernel Driver Developer,"Salt Lake City, UT",$80K - $150K
"Resource Management Concepts, Inc.",4.5 ,Senior Software Engineer,"Hill AFB, UT",$93K - $123K 
Idaho Scientific,3.4 ,Firmware Developer,"Salt Lake City, UT",$75K - $180K
Innovative Systems Architect Corp,,Senior Software Engineer,"Hill AFB, UT",$140K
Capstone Consulting Inc.,4.2 ,Senior Software Developer,"Salt Lake City, UT",$140K - $165K
Fidelity Investments,4.3 ,Senior Full Stack Engineer,"Salt Lake City, UT",$104K - $136K 
Oasys International Corporation,3.7 ,Software Engineer,"Hill AFB, UT",$92K
Fidelity Investments,4.3 ,Senior Cloud Engineer,"Salt Lake City, UT",
Confidential,,Senior Software Engineer,"Orem, UT",$93K - $126K
Synchrony Financial,4.3 ,API Software Development Engineer - II,"Draper, UT",$65K - $130K
Method Dental Lab,,IOS (Intra-oral Scan) Specialist,"Draper, UT",$16.00 - $18.00 Per Hour
Booz Allen Hamilton,4.2 ,Software Engineer,"Hill AFB, UT",$58K - $133K
Endevis,4.0 ,Software Developer,"Salt Lake City, UT",$62K - $93K 
Fidelity TalentSource,4.1 ,Senior Full Stack Engineer,"Salt Lake City, UT",$99K - $136K 
"Torque3, Inc.",,Lead Game Developer (Unreal Engine),"Centerville, UT",$100K - $130K
Idaho Scientific,3.4 ,Real Time Embedded Developer,"Salt Lake City, UT",$80K - $140K
L3Harris Technologies,3.8 ,"Embedded Cybersecurity Software Engineer ( Up to $15,000 sign-on bonus)","Salt Lake City, UT",
L3Harris Technologies,3.8 ,"Sr. Associate, Software Engineer","Salt Lake City, UT",$70K - $106K 
Wasatch Group,,Backend Node.JS Engineer,"Draper, UT",$100K
L3Harris Technologies,3.8 ,"Scientist, Software Engineer (FPGA Design)","Salt Lake City, UT",$102K - $141K 
Brivo,4.4 ,Lead Software Engineer,"Lehi, UT",$93K - $131K 
Synchrony Financial,4.3 ,"AVP, Software Development Engineering Manager","Draper, UT",$75K - $150K
Nexio,,Software Engineer,"Orem, UT",$80K - $110K
Brivo,4.4 ,Senior Software Engineer,"Lehi, UT",$89K - $122K 
Nusano,4.1 ,Associate Controls Software Engineer,"West Valley City, UT",$80K - $100K
Musely,3.9 ,"Software Engineer, Server Applications (J2EE)","Salt Lake City, UT",$75K - $109K 
Codazen,3.8 ,Senior Full-Stack Engineer,"Salt Lake City, UT",$121K - $155K
Arkham Technology Ltd.,4.7 ,Embedded Software Engineer,"Ogden, UT",$80K - $117K 
Fidelity Investments,4.3 ,Principal Software Engineer,"Salt Lake City, UT",$119K - $167K 
Idaho Scientific,3.4 ,Embedded Software Developer,"Salt Lake City, UT",$80K - $140K
Idaho Scientific,3.4 ,Linux Kernel Driver Developer,"Salt Lake City, UT",$80K - $150K
"Resource Management Concepts, Inc.",4.5 ,Senior Software Engineer,"Hill AFB, UT",$93K - $123K 
Idaho Scientific,3.4 ,Firmware Developer,"Salt Lake City, UT",$75K - $180K
Innovative Systems Architect Corp,,Senior Software Engineer,"Hill AFB, UT",$140K
Capstone Consulting Inc.,4.2 ,Senior Software Developer,"Salt Lake City, UT",$140K - $165K
Fidelity Investments,4.3 ,Senior Full Stack Engineer,"Salt Lake City, UT",$104K - $136K 
Oasys International Corporation,3.7 ,Software Engineer,"Hill AFB, UT",$92K
Fidelity Investments,4.3 ,Senior Cloud Engineer,"Salt Lake City, UT",
Confidential,,Senior Software Engineer,"Orem, UT",$93K - $126K
Synchrony Financial,4.3 ,API Software Development Engineer - II,"Draper, UT",$65K - $130K
Method Dental Lab,,IOS (Intra-oral Scan) Specialist,"Draper, UT",$16.00 - $18.00 Per Hour
Booz Allen Hamilton,4.2 ,Software Engineer,"Hill AFB, UT",$58K - $133K
Endevis,4.0 ,Software Developer,"Salt Lake City, UT",$62K - $93K 
Fidelity TalentSource,4.1 ,Senior Full Stack Engineer,"Salt Lake City, UT",$99K - $136K 
"Torque3, Inc.",,Lead Game Developer (Unreal Engine),"Centerville, UT",$100K - $130K
Idaho Scientific,3.4 ,Real Time Embedded Developer,"Salt Lake City, UT",$80K - $140K
L3Harris Technologies,3.8 ,"Embedded Cybersecurity Software Engineer ( Up to $15,000 sign-on bonus)","Salt Lake City, UT",
L3Harris Technologies,3.8 ,"Sr. Associate, Software Engineer","Salt Lake City, UT",$70K - $106K 
Wasatch Group,,Backend Node.JS Engineer,"Draper, UT",$100K
L3Harris Technologies,3.8 ,"Scientist, Software Engineer (FPGA Design)","Salt Lake City, UT",$102K - $141K 
Brivo,4.4 ,Lead Software Engineer,"Lehi, UT",$93K - $131K 
Synchrony Financial,4.3 ,"AVP, Software Development Engineering Manager","Draper, UT",$75K - $150K
Nexio,,Software Engineer,"Orem, UT",$80K - $110K
Brivo,4.4 ,Senior Software Engineer,"Lehi, UT",$89K - $122K 
Nusano,4.1 ,Associate Controls Software Engineer,"West Valley City, UT",$80K - $100K
Musely,3.9 ,"Software Engineer, Server Applications (J2EE)","Salt Lake City, UT",$75K - $109K 
Codazen,3.8 ,Senior Full-Stack Engineer,"Salt Lake City, UT",$121K - $155K
Arkham Technology Ltd.,4.7 ,Embedded Software Engineer,"Ogden, UT",$80K - $117K 
Fidelity Investments,4.3 ,Principal Software Engineer,"Salt Lake City, UT",$119K - $167K 
Idaho Scientific,3.4 ,Embedded Software Developer,"Salt Lake City, UT",$80K - $140K
Idaho Scientific,3.4 ,Linux Kernel Driver Developer,"Salt Lake City, UT",$80K - $150K
"Resource Management Concepts, Inc.",4.5 ,Senior Software Engineer,"Hill AFB, UT",$93K - $123K 
Idaho Scientific,3.4 ,Firmware Developer,"Salt Lake City, UT",$75K - $180K
Innovative Systems Architect Corp,,Senior Software Engineer,"Hill AFB, UT",$140K
Capstone Consulting Inc.,4.2 ,Senior Software Developer,"Salt Lake City, UT",$140K - $165K
Fidelity Investments,4.3 ,Senior Full Stack Engineer,"Salt Lake City, UT",$104K - $136K 
Oasys International Corporation,3.7 ,Software Engineer,"Hill AFB, UT",$92K
Fidelity Investments,4.3 ,Senior Cloud Engineer,"Salt Lake City, UT",
Confidential,,Senior Software Engineer,"Orem, UT",$93K - $126K
Synchrony Financial,4.3 ,API Software Development Engineer - II,"Draper, UT",$65K - $130K
Method Dental Lab,,IOS (Intra-oral Scan) Specialist,"Draper, UT",$16.00 - $18.00 Per Hour
Booz Allen Hamilton,4.2 ,Software Engineer,"Hill AFB, UT",$58K - $133K
Endevis,4.0 ,Software Developer,"Salt Lake City, UT",$62K - $93K 
Fidelity TalentSource,4.1 ,Senior Full Stack Engineer,"Salt Lake City, UT",$99K - $136K 
"Torque3, Inc.",,Lead Game Developer (Unreal Engine),"Centerville, UT",$100K - $130K
Idaho Scientific,3.4 ,Real Time Embedded Developer,"Salt Lake City, UT",$80K - $140K
L3Harris Technologies,3.8 ,"Embedded Cybersecurity Software Engineer ( Up to $15,000 sign-on bonus)","Salt Lake City, UT",
L3Harris Technologies,3.8 ,"Sr. Associate, Software Engineer","Salt Lake City, UT",$70K - $106K 
Wasatch Group,,Backend Node.JS Engineer,"Draper, UT",$100K
L3Harris Technologies,3.8 ,"Scientist, Software Engineer (FPGA Design)","Salt Lake City, UT",$102K - $141K 
Brivo,4.4 ,Lead Software Engineer,"Lehi, UT",$93K - $131K 
Synchrony Financial,4.3 ,"AVP, Software Development Engineering Manager","Draper, UT",$75K - $150K
Nexio,,Software Engineer,"Orem, UT",$80K - $110K
Brivo,4.4 ,Senior Software Engineer,"Lehi, UT",$89K - $122K 
Nusano,4.1 ,Associate Controls Software Engineer,"West Valley City, UT",$80K - $100K
Musely,3.9 ,"Software Engineer, Server Applications (J2EE)","Salt Lake City, UT",$75K - $109K 
Codazen,3.8 ,Senior Full-Stack Engineer,"Salt Lake City, UT",$121K - $155K
